2011,1,10,1000000
2011,1,11,998785
2011,1,12,1002940
2011,1,13,1004815
2011,1,14,1009415
2011,1,18,1011935
2011,1,19,1031495
2011,1,20,1031935
2011,1,21,1030775
2011,1,24,1046815
2011,1,25,1053855
2011,1,26,1052295
2011,1,27,1052705
2011,1,28,1029665
2011,1,31,1039875
2011,2,1,1056635
2011,2,2,1056595
2011,2,3,1055505
2011,2,4,1058775
2011,2,7,1062765
2011,2,8,1076175
2011,2,9,1070495
2011,2,10,1065755
2011,2,11,1072855
2011,2,14,1074065
2011,2,15,1068585
2011,2,16,1070815
2011,2,17,1075135
2011,2,18,1082315
2011,2,22,1051165
2011,2,23,1045355
2011,2,24,1045175
2011,2,25,1052275
2011,2,28,1054075
2011,3,1,1033995
2011,3,2,1034745
2011,3,3,1056475
2011,3,4,1053577
2011,3,7,1050247
2011,3,8,1054369
2011,3,9,1060651
2011,3,10,1053919
2011,3,11,1054639
2011,3,14,1052803
2011,3,15,1048645
2011,3,16,1038079
2011,3,17,1040149
2011,3,18,1043155
2011,3,21,1046287
2011,3,22,1046863
2011,3,23,1049545
2011,3,24,1050445
2011,3,25,1054189
2011,3,28,1052767
2011,3,29,1055431
2011,3,30,1056691
2011,3,31,1055755
2011,4,1,1057861
2011,4,4,1057825
2011,4,5,1057375
2011,4,6,1057465
2011,4,7,1058059
2011,4,8,1057483
2011,4,11,1057303
2011,4,12,1056079
2011,4,13,1057303
2011,4,14,1059085
2011,4,15,1061263
2011,4,18,1060795
2011,4,19,1059841
2011,4,20,1058707
2011,4,21,1064899
2011,4,25,1063837
2011,4,26,1065277
2011,4,27,1068571
2011,4,28,1069291
2011,4,29,1068931
2011,5,2,1071685
2011,5,3,1072963
2011,5,4,1065703
2011,5,5,1058773
2011,5,6,1062568
2011,5,9,1063261
2011,5,10,1067386
2011,5,11,1064548
2011,5,12,1073392
2011,5,13,1065901
2011,5,16,1062469
2011,5,17,1067782
2011,5,18,1067584
2011,5,19,1068079
2011,5,20,1066693
2011,5,23,1060555
2011,5,24,1059664
2011,5,25,1058905
2011,5,26,1057057
2011,5,27,1058080
2011,5,31,1062700
2011,6,1,1055044
2011,6,2,1053526
2011,6,3,1050160
2011,6,6,1050160
2011,6,7,1050160
2011,6,8,1050160
2011,6,9,1050160
2011,6,10,1050160
2011,6,13,1050988
2011,6,14,1057972
2011,6,15,1051168
2011,6,16,1049272
2011,6,17,1043416
2011,6,20,1037512
2011,6,21,1049440
2011,6,22,1046224
2011,6,23,1056520
2011,6,24,1050688
2011,6,27,1057492
2011,6,28,1061344
2011,6,29,1059880
2011,6,30,1061824
2011,7,1,1070896
2011,7,5,1078276
2011,7,6,1081060
2011,7,7,1087552
2011,7,8,1090552
2011,7,11,1083736
2011,7,12,1083436
2011,7,13,1088536
2011,7,14,1088236
2011,7,15,1096780
2011,7,18,1107388
2011,7,19,1111036
2011,7,20,1123048
2011,7,21,1123504
2011,7,22,1130692
2011,7,25,1136908
2011,7,26,1142776
2011,7,27,1129840
2011,7,28,1128916
2011,7,29,1127320
2011,8,1,1134807
2011,8,2,1125447
2011,8,3,1129815
2011,8,4,1111659
2011,8,5,1107171
2011,8,8,1082787
2011,8,9,1107639
2011,8,10,1095315
2011,8,11,1107267
2011,8,12,1111203
2011,8,15,1118871
2011,8,16,1115367
2011,8,17,1115319
2011,8,18,1098135
2011,8,19,1086159
2011,8,22,1086651
2011,8,23,1107147
2011,8,24,1110231
2011,8,25,1107291
2011,8,26,1119075
2011,8,29,1126707
2011,8,30,1126731
2011,8,31,1120563
2011,9,1,1116027
2011,9,2,1107687
2011,9,6,1114491
2011,9,7,1119495
2011,9,8,1119747
2011,9,9,1111791
2011,9,12,1114731
2011,9,13,1120323
2011,9,14,1125915
2011,9,15,1130283
2011,9,16,1139295
2011,9,19,1152591
2011,9,20,1154763
2011,9,21,1153203
2011,9,22,1140867
2011,9,23,1143831
2011,9,26,1142487
2011,9,27,1137807
2011,9,28,1135119
2011,9,29,1127427
2011,9,30,1116375
2011,10,3,1108347
2011,10,4,1105839
2011,10,5,1112703
2011,10,6,1111659
2011,10,7,1102611
2011,10,10,1125327
2011,10,11,1139043
2011,10,12,1141311
2011,10,13,1148763
2011,10,14,1164987
2011,10,17,1162575
2011,10,18,1165263
2011,10,19,1137051
2011,10,20,1133091
2011,10,21,1130175
2011,10,24,1145595
2011,10,25,1136031
2011,10,26,1139415
2011,10,27,1144299
2011,10,28,1144611
2011,10,31,1144407
2011,11,1,1134519
2011,11,2,1135599
2011,11,3,1142367
2011,11,4,1138983
2011,11,7,1138371
2011,11,8,1146135
2011,11,9,1133055
2011,11,10,1121031
2011,11,11,1120323
2011,11,14,1113915
2011,11,15,1125351
2011,11,16,1120503
2011,11,17,1111707
2011,11,18,1108755
2011,11,21,1101663
2011,11,22,1110627
2011,11,23,1099251
2011,11,25,1095171
2011,11,28,1110159
2011,11,29,1106667
2011,11,30,1117431
2011,12,1,1124271
2011,12,2,1126383
2011,12,5,1130343
2011,12,6,1127883
2011,12,7,1125663
2011,12,8,1127535
2011,12,9,1131075
2011,12,12,1128939
2011,12,13,1125327
2011,12,14,1115019
2011,12,15,1113531
2011,12,16,1116015
2011,12,19,1117443
2011,12,20,1133859
2011,12,21,1133859
